date,tweet,user
2020-04-28 21:57:08+00:00,1/I went out today in the car....first time since lockdown. We needed to get the shopping I had ordered on click and collect. I have only been to our allotment five mins walk away since lockdown. I have a couple of medical conditions that could see me very poorly if I get covid,ohdofuckoffdear
2020-05-26 16:57:12+00:00,Learn how to get the awesome iPhone 11 Pro or iPhone 11 Pro Max for up to $700 off when you switch to AT&T.,ATTBusiness
2020-04-28 21:41:36+00:00,"See, Rivers girls are wicked. One of my guy once asked me to drive him to his girl’s house at Elekahia to surprise her. He had been out of town for a month. We went to a Supermarket and did groceries shopping for her worth almost 30k. When we got there, there was canopy and DJ",BrianJDennis
2020-04-28 21:23:17+00:00,I started out the day lacking motivation. But we went to old people's shopping at the Walmart before daylight and that got me moving. Then changed oil in the tractor and spilled the old all over me. Then drank some beer. And some more. So it's all good now.,MrCarpenter29a
2020-04-28 21:20:38+00:00,"Yeah, I've not yet found him use that word in any of the edits (even went back and dug it out of Breakfast). Most he does seem to say are that people have gone back to shopping less regularly than they did before, tho still seems a bit obvious-stating when we have been told to!",enteirah
2020-04-28 18:44:07+00:00,Went to dollar store everything nice all shopping store has plenty stuff we are checking out some crazy woman comes up to cashier with a nasty snapping chiwowa did which should not have been in store screaming because there was a line and she was putting him on channel 7 news ,newroflo
2020-04-28 17:34:45+00:00,I just went grocery shopping and it is so weird the random things that are sold out. We’ve had eggs for awhile but we live in farm area so they’re easier to get. But random stuff is gone like some canned veg but not others,trixietricoter
2020-04-28 17:09:17+00:00,Went into the town centre earlier. First time since lock down began. Way quieter than I expected. I think the country's heading for bankruptcy if we don't get moving With shopping habits changing and people still weary of going out I really don't see where a bounce comes from.,ghosted_2891223
2020-04-28 14:11:55+00:00,my mom and aunt went out for shopping today while we were sleeping (masks on ofc). my aunt is a nurse and she had an overnight shift yesterday. i mean it's already risky for all of us here. what should we do to keep them home? stay awake 24 hrs or lock the door? man ,melissgoksen
2020-04-28 13:48:19+00:00,Murphy The #Boxer says 55° good morning all said we went out shopping this morning got me some dog biscuits it’s hard to find milk bones all of a sudden I hope these people I need my damn dog biscuits wash your Paws ,bob1522
2020-04-28 13:17:03+00:00,Girl I went against my own word I was like fuck it this shit gonna make me feel better RT @samorajones: Here I go again shopping even tho we can’t go out ,goldmaterial
2020-04-28 13:02:52+00:00,"@P2PiriePark ruby done our shopping list today and drew a picture and wrote a sentence about it, we then went out to get the food shopping ",nicolaquinn99
2020-04-28 12:08:18+00:00,Our 3rd delivery of goodies went out last week (over 200 bags to local disabled children) We are still also doing shopping runs for those unable to get a delivery slot too. Thank you to the volunteers who made this happen &amp; to @Adwear for the certificates ,The_DCF
2020-04-28 10:29:51+00:00,"I know right? We went to Aldi yesterday, ny, and it was drizzling. We got our gloves , wipes and masks headed out. There was a line outside of about 10 people but growing steady. I just want to go food shopping w/o a production. Who ever thought that would be the cry of my heart!",momonfyre
2020-04-28 10:27:50+00:00,Dad went shopping. Asked him to get some Yorkshire tea bags and he came back with the 450 tea bag bag. We’re not running out of tea for awhile.,DramaLets
2020-04-28 07:55:55+00:00,My husband went out a couple of times but then we realised he was in extremely vulnerable group so shopping stopped! A friend has helped but we felt we were putting someone else at risk. Then saw Setley on Insta so it has helped a lot!,essentialimages
2020-04-28 06:50:17+00:00,"Went to Morrison’s for our shopping yesterday. It’s got to the point that we’re trying out different supermarkets, just for a change of scenery, since we can’t go anywhere else ",KarenX1984
2020-04-28 03:37:36+00:00,look man I love my dirty ecchi VNs as much as the next guy but I love how hilariously out of place the lewd parts are. Ch1: We went shopping Ch2: WE FUCKED. WE FUCKED LIKE CRAZY RABBITS. CUM WENT EVERYWHERE. Ch3: We baked a cake,EugeneKaninchen
2020-04-28 02:15:59+00:00,Dustin and I both want to lose 30 lbs (I know I’m on this journey a lot lmao) so we cleaned out our fridge and pantry and went shopping and made a weekly menu so that we can stay on track and we’re also going to run daily and do home exercises wish us luck,KyleeFiggins
2020-04-28 00:15:31+00:00,"I stood home one day when I was 5. And I watched my mama do house wife stuff, cook, clean, she made our beds. We went out for lunch with her mom, and then went shopping all before picking my siblings up. And that’s when I decided I wanted to be.... A house wife.",Lah_Hoodrich
2020-04-27 23:21:55+00:00,"and said ""IM OKAY!"". My mom was so shocked that she let out the weirdest face ever. Then, she scolded me until we got into the shopping mall. While she was nagging, blood suddenly went pouring out of my arm. My asian mom scolded me again instead of taking me to the clinic. ...",jacobscereal__
2020-04-27 23:15:46+00:00,"Rationing?! Oh wow! Not sure if that’s happening here. I haven’t went out grocery shopping, my dad has but he hadn’t mentioned that. We make soil for the garden beds, our soil has a lot of clay too so we didn’t want to use it to grow anything.",brittsliladvice
2020-05-26 16:57:12+00:00,Learn how to get the awesome iPhone 11 Pro or iPhone 11 Pro Max for up to $700 off when you switch to AT&T.,ATTBusiness
2020-04-27 23:03:28+00:00,I went shopping and started figuring out how to make my hair look better like one week before quarantine started so now I am stuck with cute new looks but nobody to show... Like we were supposed to have like 3 birthday party's including mine in march but that never happened :(,Maryse1272
2020-04-27 22:49:29+00:00,A guy posted on ValueForum this morning that his wife & her friend went grocery shopping a Walmart. No checkouts.... none. They asked why. They were told that with money from CARES Act they got more money than working so they just walked out. We've seen this movie B4. #Welfare,LogicalNumbers
2020-04-27 22:25:56+00:00,"thinking about how i didn't even need to ask my ex to buy me a new pack of cigarettes when he went shopping, i briefly mentioned i was almost out of them when we talked last week and literally an hour later he pulled up in my driveway and handed me a new pack, my brand and all",raskoInikow
2020-04-27 21:36:50+00:00,"We went toy shopping for my baby &amp; My son dad said I’m the weirdest person he’s ever met cause I picked out such different kinds of toys, like nigga that’s why you love me so much duh I’ve always been different lol.",FlexxTrap01
2020-04-27 20:35:34+00:00,I went shopping with Jade's grandma this morning and she got me Burger King while we were out bc I'm vegetarian and it's the easiest fast food for me to have but an hour later I'm feeling like trash and @Lil__Goose said they probs gave me meat. So excuse me while my stomach dies.,Yikes_Hoke
2020-04-27 19:20:31+00:00,"I went out yesterday, had to go to four supermarkets to get the the stuff we needed, gluten free for my wife. Seemed almost everyone had just decided social distancing no longer mattered any more. Got back home wiped all the shopping down then showered and washed all my clothes.",Tusks_n_Beard
2020-04-27 19:02:50+00:00,"Went to WalMart on Saturday. It was like shopping in Cuba- meat section was half-empty and the prices were inflated. There was a giveaway of free chicken in Harrington, Delaware last Saturday (give it away or it is tossed out). Cars waited for hours. We need to reopen NOW!",Pilgrimway
2020-04-27 18:41:47+00:00,100% mate.. every single key worker who went out risking their lives are also hero’s.. whenever I’d go shopping I’d thank every staff member that would walk past me.. we will forever be indebted to them..,HShugaa
2020-04-27 17:06:07+00:00,"We went to get tires done and noticed that the crowfoot station parking lot was completely empty. I went out because I find the earlier I go to do my shopping, it’s way quieter. I was the only one in the store.",tlhparker
2020-04-27 16:08:20+00:00,So today I went grocery shopping with my Scarf around my mouth since masks are mandatory now. There was a haha funny lad that wore a Gasmask but tbh that just made me wish I never threw out my Balaclava because my Parents came from the Eastern Block so of course we owned one..,Tin2Mint
2020-04-27 15:12:09+00:00,"went to get food shopping today and honestly you wouldn’t think we were in lockdown anymore, so many people out, why !!!",pixelghibli
2020-04-27 14:48:15+00:00,Our 3rd delivery of goodies went out last week (over 200 bags to local disabled children) We are still also doing shopping runs for those unable to get a delivery slot too. Thank you to the volunteers who made this happen &amp; to @Adwear for the certificates ,The_DCF
2020-04-27 10:07:25+00:00,Perhaps? There are tradeoffs e.g. it'd be better if no-one went out to do grocery shopping in supermarkets but we all need to eat. IMO whatever hypothetical raised risk of airborne transmission via temporary cycle routes outweighs their other vital benefits as lockdown is lifted.,joelcacooney
2020-04-27 10:02:46+00:00,"We as a family were not shopping. I alone went into Dunnes, husband and child remained in the car which was parked up until I came out. Let's say we had covid 19 (to which we dont) how would the 2 that remained in the car a threat to anyone ?",JoanMcGhee14
2020-04-27 08:02:08+00:00,"I've 7 yo twins one of whom has asthma, so we went into full lockdown &amp; their Dad handles our shopping etc, for us. we went out 3 times in 5 weeks. Since late last week we have been going to park first thing for a cycle as we losing our minds. Anxiety inducing.",YvetteMel23
2020-04-27 07:36:56+00:00,"One day we went to the store and like any other day got our shopping cart put all the groceries we needed in it, and finally we got toilet paper and paper towels because we were on last few rolls. We checked out and took everything home. The End",WhiteQueen84
2020-04-27 05:50:51+00:00,Me and my friend went out to eat and shopping every week and our favorite line was “We’ll make it back” I miss say that ,Jaygaloree
2020-04-27 05:37:55+00:00,You out here acting like the Bulls went shopping for all stars. That was not the case. It’s an ignorant argument. So don’t get off your original point. You make a dumb argument and we’re corrected.,bvesecky
2020-04-27 03:42:13+00:00,"As a Minnesotan, every Memorial weekend, we drove up, went to Port Arthur &amp; Ft. William, camped out &amp; went beer shopping. Some of it actually came back to Mpls.with us. Who knew that many yrs after our Winnipeg friends asked to be annexed, we begged to be adopted.",orchidaelovr
2020-04-27 03:37:38+00:00,"yesterday day i went out with my dad and sister to run errands , we got taken food from two of our favorite restaurants and went grocery shopping. (this was the first time i had left my house since my moms memorial service in march. i’ve been out of school since february. ) +",suhlrs
2020-09-03 14:44:40+00:00,"12 outlets are arranged with enough space to accommodate both large and small plugs, so you can connect as many of your devices as possible with ease.",AnkerOfficial
2020-04-27 03:13:13+00:00,"I DIDN'T FINISH MY STORY I WENT GROCERY SHOPPING AND NAP'D anyway, fast forward later?? sophomore year i think i'm out christmas shopping with my step-mom and we're at fred meyer and i see Persona 3 FES and i'm like, ""oh i have enough money to buy this, and I want a new game""",precioustoasty
2020-04-27 02:23:43+00:00,I was worried I hadn’t bought enough food last time we went grocery shopping and I was right. I’m nearly out already. Gonna have to make an extra trip this week ,TwoBladeBae
2020-04-27 01:14:42+00:00,We’ve been ordering online for home delivery from Amazon &amp; our local supermarket. There are some items we haven’t been able to get online (fresh fruits and meats). Our local supermarket has senior citizen shopping hours from 6-7am. She went out a few times to get things then.,YourProcessGuy
2020-04-26 23:22:34+00:00,"I'm a family of 4. Only 1 person has gone out shopping. As a family we went out for the first time last Sunday for a local round-the-block walk. That's been our *only* trip out the house. HOWEVER, I have a biggish garden and weather has been good, so we've been lucky. (v)",balbecdaze
2020-04-26 23:14:12+00:00,"My sister in law made a whole day out of my neice’s start. We went shopping, watched a chick flick and the movies, and talking about our period experiences over lunch ",ariellezsane_
2020-04-26 22:52:31+00:00,whew my mom and i went shopping for my apartment today and it wiped me out by the time we got home and i put it all away but i finally got off my ass and at least cleaned my room and bathroom and did a load of laundry so all in all a successful day,unlosts
2020-04-26 21:54:07+00:00,"Husband and I went grocery store shopping. We check out get to the car. I look at him ""Taco Bell or Burger King?"" Yes we went out to eat after grocery shopping. Just was easier lol.",simplybeingelle
2020-04-26 20:33:26+00:00,"We have a sport court and recently decided to start playing badminton, ordered a starter set on line from @dickssporting they brought it right out curbside and put it in our trunk, off we went. No issues at all. #coronavirus #shopping",azswingtrader
2020-04-26 19:42:48+00:00,went out n did a bit of food shopping stayed FAR away from every one my mask 's we sent 4 have still not got here been like 2 weeks,cherylpostlethw
2020-04-26 17:55:23+00:00,"Had a dream we had @cheezit in our pantry and woke up excited to eat them as a snack later. Imagine my disappointment when I checked and there were in fact no cheez-its, then I remembered it's b/c the store was out when I went shopping a few days ago. #bummer",momentdemusique
2020-04-26 17:33:37+00:00,"They were supposed to be dill, but when we went grocery shopping all Giant Eagle had was a ""Pickling Mix"" that had a bunch of additional spices in it. They came out like a weird combo of Bread and Butter and Dill. I enjoyed, but @missimmerica did not. lol",Silent_Jon
2020-04-26 16:56:07+00:00,We went grocery shopping so we could meal prep &amp; on the way out u got stung by a bee &amp; were allergic so I had to take u to the hospital &amp; I was hysterical because I was scared for u &amp; u ended up being ok &amp; wanted to go to the park but I took u home instead to keep u safe ,ptv_lulu
2020-04-26 16:35:09+00:00,Hear me out. When I went grocery shopping last week I bought Fudgee-O's for the first time since I was a kid. Last night I fat-assed one on a scoop of ice cream. Why haven't we been doing this instead of Oreos this whole time?,jusdiso
2020-04-26 14:23:29+00:00,"Tezza, I'm totally confused, I do feel like we are the only ones not going out except for essential shopping. I went out on Friday to get the food shop (still can't get a delivery slot) and I was stuck in traffic!!",Regina_Kilo
2020-04-26 13:55:43+00:00,"I went out to do some safe distance shopping with my sister and we ended up just driving around for hours because gas is free, and it was a tonic. We’ve got a lot of sky and mountains and water here. It helps to see it. ",victoriadecapua
2020-04-26 10:05:33+00:00,"Thinking about the time my bff and I went bikini shopping and I made small talk with the didi at the store and when she found out we are shopping for an all girls trip to Goa, she said “wow just like four more shots !!”",YaasEsha
2020-04-26 09:00:57+00:00,"So I went grocery shopping today with my dad and sister, and my dad let out a huge brown uncle cough and everybody turned around and looked at us like we get enough attention as is bruh.",afsah_fatima
2020-04-26 05:01:54+00:00,There was in fact one time I went out to hang out with my EXO-L friend in a shopping mall once . We were taking pics of our EXO dolls ( bcs we both have ig doll accounts ) . While taking the pic lol so many were like giving stares at us .,yeolxing6110
2020-04-26 03:35:15+00:00,"We needed a new rake. Went to Bunnings and it was packed. Car park full. We went to do grocery shopping at Woolworths, saw the line waiting to get in and gave it a miss and went home. Looked like loads of people out for coffee, catching up in the street. Large regional town.",fiztig
2020-04-26 01:57:45+00:00,Another Saturday 星期六 with NOTHING on my schedule and therefore out we went shopping because news shows meat packing plants are closing so we stocked up on meat. Our 12y/o and I went into Costco with a mask he took off after a while. Mx took our 7y/o and 3y/o back to the car.,SixCCCCCCs
2020-05-26 16:57:12+00:00,Learn how to get the awesome iPhone 11 Pro or iPhone 11 Pro Max for up to $700 off when you switch to AT&T.,ATTBusiness
2020-04-26 01:57:38+00:00,Another Saturday 星期六 with NOTHING on my schedule and therefore out we went shopping because news shows meat packing plants are closing so we stocked up on meat. Our 12y/o and I went into Costco with a mask he took off after a while. Mx took our 7y/o and 3y/o back to the car.,MandMX
2020-04-26 00:19:05+00:00,"Gawd only time i go out is for major grocery shopping or to take garbage out. we went to Berlin 3 months back to visit her sis, I came back early and she got stuck over there aka Corona V...",AFreeSpirit77
2020-04-25 23:45:53+00:00,"I went shopping the other day &amp; was limited purchase of eggs, cheese, meat, frozen foods. What's going to happen when we have the regular flu &amp; #covid19 in the fall? Why isn't Justin securing the food supply. Instead handing out $$billions to his friends. #cdnpoli",JGatawe
2020-04-25 23:44:18+00:00,"We decided to be out most all afternoon &amp; eve. We went plant shopping, ate Chic-fil-A in park, walked in beautiful neighborhood, worked in yard and are going to fire pit eve with my daughter &amp; husband - haven’t been in room w them for 6 wks",kansaspider
2020-04-25 21:16:08+00:00,"I went to my friend's today to pick up 1/2 the rescued produce box she got this morning. We visited out front for awhile &amp; on my drive home, you'd think this was just another Sat in Phoenix. People out shopping, just everywhere. We just had our highest case day, too this week. ",DrgnLdyRcr
2020-04-25 20:41:16+00:00,"So my dad has to have distilled water for his cpap machine, but he forgot it when he went shopping this morning. I know we're only supposed to go out once a week, but he hasn't been sleeping well without it and I don't want him going another week like this.",AutisticKogayne
2020-04-25 19:51:46+00:00,"We went shopping at st Lawrence market today and I almost screamed. No one socially distancing, people coughing into their hands...couldn’t get out of there fast enough.",kitten_arms
2020-04-25 19:48:03+00:00,"The kiddos hung out with the Bowman family today while we went grocery shopping, after Jackie and I went our super early for chicken. And of course, go figure, we forgot something at Sam's… https://www.instagram.com/p/B_aoeQVhbcyZ_7p1HqfsytqOOZw8kSfGwY9lWg0/?igshid=i4hazupmsrbo",WillowWiccan88
2020-04-25 19:42:17+00:00,"to anyone who went shopping today (we had about 300 people in the store at all times today) just for fun, i hope you and your children that you thought to bring out get the virus ",swinklepleck
2020-04-25 19:25:16+00:00,"Always be “hushiyaaru”. I went to Red for some Roadha Shopping on the 17th April. Some of the items Redwave staffs delivered on the same time with us. 30 out of 25 eggs was damaged, we informed them and till today we didn’t get it. Kept on saying will deliver",Magdhim
2020-04-25 16:42:06+00:00,"𝓐 ⤅ Angel knows his place, it’s the fox that needs to learn. Driving to the mall, I got out and went straight to him. ‘Your eyes? I don’t think so.’ Pulling him close, my arm wraps around his waist as we enter the shopping centre.",CelestialAlas
2020-04-25 16:35:12+00:00,Went shopping for essentials cos we were completely cleaned out. When I tell u I went form queue to queue to queue by the time I got to dischem it was closed and I still had a Pic n pay queue to go through. What's even annoying is having to cook the food I got. I hate it here ,khaleesego
2020-04-25 16:34:07+00:00,Other things happened that were a mundane but I'm still trying to figure out why my brain decided to turn it into Self Insert OOC Bakugo X Uraraka fanfic.... he didn't even act like Bakugo. He was just THERE. We went dress shopping together. Dress shopping... With BAKUGO? So OOC.,Sunlitlake
2020-04-25 15:47:52+00:00,"I actually noticed price hikes even in Pick'n'pay... The stuff we could get with out normal budget went over budget. Ridiculous. I did the shopping list using the website prices but in the store, different story. Yikes!",becominguBu
2020-04-25 15:44:49+00:00,"went grocery shopping and there are really people out protesting the lockdown with fucking ""STOP 5G. IT KILLS"" signs ???? we're never gonna be allowed to leave our goddamn houses",femmemily
2020-04-25 14:16:47+00:00,I barely have 1GO left and we dont have wifi at home yet and my mom went out to do grocery shopping so I can’t have her datas and I’m like worried I won’t have enough datas if I go on vlive to translate its so dkffkdldkfkff ,diojoonysus
2020-04-25 13:05:25+00:00,"Said to Jo earlier it’s quiet out there today, not many people or cars about. Then we went food shopping OMFG ! People, cars everywhere ! Wisbech was like a normal day ! queues 20 deep outside screwfix at this rate a 2nd wave &amp; a 2nd lockdown is guaranteed. Just a fucking joke",markp8888
2020-04-25 12:45:04+00:00,How do we know they went grocery shopping if there's no baguette and carrot greens sticking out of the bag????!!!!!!!!!,dooglives
2020-04-25 12:44:23+00:00,"Went out grocery shopping and took the time to enjoy nature. Love, family, friendship, health and a habitable planet is all we really need. The rest is decoration. Speaking of which, the beard experiment failed. Next time I’ll try it in winter months!! ",HistofViolence
2020-04-25 11:42:35+00:00,"Since lockdown begun, we've been walking to our local small supermarkets and only used the car to drop off shopping to the in-laws. Today we went out in the car to get some petrol and took the 3 yo with us. We barely got down the road and happened ",Fox_VAs
2020-09-09 20:19:16+00:00,"Oil change on that endless to-do list? Use your phone to book car services and repairs online, and even arrange for touchless pickup/drop-off. Go from to-do to done. #MaintenanceFromYourDoor",KelleyBlueBook
2020-04-25 10:04:30+00:00,Thanks for the info guys. We're allowed to go out for essential things like food shopping and medicine and we can do 1 outdoor exercise each day. I went down to the local shop this morning so I probably won't venture out again today.,2E0MCA
2020-04-25 09:57:56+00:00,"here at like almost 3am, and still confusing but one thing bothered me was yesterday.. Shopping for food was a bitch even after that too before we went home and almost picked out a fight too.",metalfreak9666
2020-04-25 08:21:36+00:00,Today I went out shopping and bought a pizza from the supermarket to cook in the oven for lunch and I bought it home and my mum came over for lunch and we watched a movie on DVD but I fell asleep and my mum told me while I was sleeping in my chair I snored.,itsrenatak
2020-04-25 08:09:46+00:00,Last week we went grocery shopping at about 12 at night. It was nightm there wasnt that many people. But only ONE cash desk was open and the queue was like a kilometer long. Especially because you have to be 2m apart... Why dont they have self check out open at night? Theres like,EmmaIsAPiglet
2020-04-25 08:07:42+00:00,"So a few weeks ago I went grocery shopping with my boyfriend and we were leaving Trader Joe’s. They were giving out plants and he got a succulent, named it Hector and he cares for it like a baby and its 4am and i’m crying bc it‘s so cute and pure what is wrong w me",sedaserp
2020-04-25 06:21:03+00:00,I took him to so many shows. We went record shopping together. Hung out all the time. Then he got the idea I wasn't cool and that was it. Joined my other brothers in having contempt for me. My family was full of authoritarian ways and toxic masculinity.,may_gun
2020-04-25 05:15:10+00:00,Hmmm. Well Tink was 15 so we didn’t go out drinking... I think we went to moveies and went shopping.,AveijaR
2020-04-25 03:58:03+00:00,"When authority imposes curfew you don't go outside to do your shopping etc. The lady in the clip just said ""we went to buy something at the junction"" why would you go out during a curfew. RIP the deceased but stay home means stay home don't give the police hard time ",AAgaban
2020-04-25 02:26:13+00:00,Governor of MD required masks to be worn in public starting last Saturday. We went out shopping today and everyone was complying.,shbeaty
2020-04-25 02:10:22+00:00,Mrs. Woods. She taught English & asked me to be the editor of the paper. She took me to U of I for the day in her Lincoln Town Car to check out newspaper camps &amp; when we saw they were 2huge of budget for our school- we went shopping &amp; came home. ,ShirleyJwriter
2020-04-25 01:07:40+00:00,"I went on a shopping trip with my mom we were just going to pick up some iced tea then ""oh yeah we need this"" ""and also this"" ""go pick out something you'd like!"" then we had a full cart ""wow, groceries are expensive now!"" and she didn't even bring along the shopping list!",TrillMustDie
2020-04-24 23:54:54+00:00,"#Thing2 and I just went grocery shopping. We'd decided I would go tomorrow, but then he discovered that we were out of ice cream, so we had to go tonight. Plus, he got to wear the new mask my mom made him. ",dannfpe
2020-04-24 23:47:05+00:00,"Hubby ventured to the grocery store for the first time in AGES! (We had prescriptions so he went out.) He went shopping crazy, getting us ALL kinds of groceries! He even bought my new FAVORITE beer. The air fryer's gonna be workin' overtime, I just know it. #weekendvibes",jhaleauthor
2020-04-24 22:11:10+00:00,"Went food shopping and filled my cart up, you know since we been stuck home and have extra money and people were looking waiting to see if i pulled out a EBT card ,nope swiped my bank card but aye i wish a disqualify for EBT cause listen dropping over $300 ",JusLandoEsq
2020-04-24 20:32:18+00:00,"LOL I have been awake for a long time. LOL. I burnt my finger on my coffee this afternoon, I went out with Mom, we did shopping, then I came back and this is the first time I've sat down.",verinSedai
2020-04-24 19:45:26+00:00,"So far, so good! Went out grocery shopping today. Have to take a blood test later. Lab says they are taking precautions. Nobody waits in waiting room. We all stay in our cars and called one at a time. So sorry to hear about events in Nova Scotia. Gun insanity happens anywhere.",LiloAuntie
2020-04-24 19:45:24+00:00,"When me and my sister were small we used her knickers as a shopping basket in a game. My mum then took us out, sis al fresco derriere. We went to a fair and she wasnt allowed on the bouncy castle bc no pants on and I was Lol think that's why she hates me",EmuHp
2020-04-24 18:45:07+00:00,Went shopping today and after shutting the boot I heard a massive smash... was v relieved to find out it was just my wing mirror and not 1 of the 8 bottles of wine we bought,BethPoynts
2020-04-24 18:44:50+00:00,"He’s absolutely spot on , I go shopping , to get what we need , in and out , bosh My wife goes , takes ages ,comes out with stuff we don’t need and forgets the stuff she went in for on the first place !!! And it’s cheaper when men do it , win win",richard03875220
2020-04-24 17:27:48+00:00,"I had a really nice day today! we went on a quick roadtrip up to new york, did a bit of necessary shopping, but mostly stayed in the car and drove around the countryside. we went around a big reservoir and i saw at least five bald eagles! it was a rly beautiful day out! ",spookygavel
2020-05-26 16:57:12+00:00,Learn how to get the awesome iPhone 11 Pro or iPhone 11 Pro Max for up to $700 off when you switch to AT&T.,ATTBusiness
2020-04-24 17:21:15+00:00,"Went food shopping with my neighbor, who is a guy friend of mine. By the time we were finished steam was coming out of his ears. Told me we are never doing that again. Not sure who does it better but men &amp; women do shop differently.",msskyperez
2020-04-24 16:13:58+00:00,"Because of all this, we're limiting our shopping runs, spacing them out by 10 days or more, and purchasing enormous quantities. @supership79 went to our local megamart this morning and returned with...let's call it, ""beyond ample."" 3/",AxiomAxiom
2020-04-24 16:12:02+00:00,"As kids, our job at the grocery store were to figure out where my father went when we all went shopping, he usually had wandered down a random aisle, was chatting with someone at random, or had found the magazine stand.",ai6yrham
2020-04-24 15:43:30+00:00,It’s an epic task but at least we’ve prevented her from eating a liver and bacon ready meal that went out of date on the 13th April 4 phone calls later and I have the longest shopping list in the history of lockdown. #dementia,ZODIDOG
2020-04-24 15:42:52+00:00,"I noticed that we are running out of hand soap, so I went shopping to buy one, but they were all sold out! I had no choice to buy some body soap. One was put on the shelf in a restroom. ",Emikoisstudying
2020-04-24 15:02:55+00:00,Went out to the store today and someone was there shopping WITHOUT a mask. I wanted to yell at them so much. You're being selfish and putting others at risk beyond yourself. We have an executive order to wear them in place. Wish the store had kicked them out.,ashleycolley
2020-04-24 14:37:38+00:00,"I legit had a dream that @ginatorres and I went out for her bday. We worked out, ate amazing food and had some drinks. Then we went shopping. It was great. Also, she gives great hugs in my dreams lol (I HAD to be snuggled into my blanket ) fun times! #FriendsInMyHead",rianash_maxx
2020-04-24 13:16:33+00:00,"We tried it in Perú, and yes, he is right. 3 days just men shopping, few of them went out, very organize, the women days were a complete chaos! All women went out shopping at the same time, no distance, desorganized and long lines, no respect for authorities, we were ashame",KocaOO7
2020-04-24 13:11:20+00:00,"Osaka mayor draws ire after saying women are slow shoppers http://www.asahi.com/ajw/articles/13325044 &gt;“When a woman goes ... it will take time,” Matsui said This moring, I went out with my wife for shopping. It was noon when we returned. ""When I with my wife go ... it takes time"", ABCD?",IzumiGeooffice
2020-04-24 11:55:50+00:00,"Funny story. When we were trying shopping for our engagement, we went to a place that gave out champagne and ferrero rocher chocolates while you shopped. We went a couple times just because Rebecca love the chocolates so much ",FosterFamTravel
2020-04-24 11:52:47+00:00,"There wasn’t at that point. I’m in Kent trying to sort out their shopping. When dad caught it the first date I could get them was first week in April, so he went Now at home, with oxygen system and one 30min visit a week. We are depending on neighbours",yvonneb82449591
2020-04-24 11:06:19+00:00,I went out to do some essential shopping for the animals today. I was going to order online but we don’t have enough food to last them.,Shellous
2020-04-24 10:49:07+00:00,we were so far in debt that there was no possible way to dig ourselves out. They are great on spending money but not so great on saving money. Kind of like someone who is addicted to online shopping and has no money left for basics because it all went for a topaz ring they saw.,mwallywi
2020-04-24 09:36:53+00:00,"@Iromg Hi Mike we have been out this morning to get some shopping. Started at Waitrose, queue of about 10-15, so went to Sainsburys, longer queue there, so tried Asda, must've been about 80 there so came home. Lidl car park very busy but no queue so we didn't trust them.",Janethuyton
2020-04-24 06:36:45+00:00,Throwback to when My slave & I went shopping. I went up to a random hot girl at Victoria’s Secret &amp; We both helped picked out panties for him. &amp; Then I had him get on his knees in the store &amp; worship both of our feet! Haha. #Sissy #PublicHumiliation #RTSession,Luxuriouslexii
2020-04-24 06:08:40+00:00,"Went out for grocery shopping. Going out only for essential business and stay at home to keep yourself,your loved ones and others safe. together we can do this. Cr.The idea king ",Butterf40506706
2020-04-24 05:19:02+00:00,COVID days #day29oflockdown Things must remain the same until May 1st. We're under Level 5 restrictions until then. Still so many questions still to be answered. When I went out shopping earlier this week I noticed this empty parking level at the mall. Strange strange world. ,LordKissypants
2020-04-24 02:48:13+00:00,i have a virgo moon mother. we never went shopping for toilet paper this quarantine because she BEEN stocked up. i thought we ran out of soap yesterday. and guess what? i didn’t have to go to the store because there was already a stash.,melanatedmomma
2020-04-24 02:36:20+00:00,"went out for monthly shopping trip. we're supposed to be closed down in OH. everyone was out. @Walmart was packed so went to @GiantEagle. store did nice job with masks, marked lanes one way. #COVIDIOTs refused to use them. got tired of telling them. no masks.",ramblingroses8
2020-04-24 01:56:52+00:00,"went out to Winn-Dixie and Walmart, in both places St Tammany Parish FD members were shopping without gloves or masks, when people who are supposed to protect you do this, how are we able to convince others to don protective gear #NOLA",rdreynola
2020-09-03 14:44:40+00:00,"12 outlets are arranged with enough space to accommodate both large and small plugs, so you can connect as many of your devices as possible with ease.",AnkerOfficial
2020-04-24 01:30:03+00:00,Swimsuit shopping w my daughter in preparation for Spring Break. We went out to eat before INSIDE a restaurant and then we worked out at the gym on the way home. #MyOldNormal,tobenber
2020-04-23 23:01:05+00:00,Went grocery shopping today so that means we're having take out for dinner. @SUBWAY #eatfresh #fullfridge,Rebel_Angel_28
2020-04-23 21:47:05+00:00,"Went grocery shopping today for basic essentials we were out of... I now regret, with my whole heart, not classifying alcohol as an essential because bitch I need a drink. A nice tall Kitty Forman sized drink. ",breannavilli
2020-04-23 21:42:24+00:00,"What's up tesla peeps? We haven't been out much so we went for a ride in the S. It was really windy. A shopping cart was j-walking. Jeep was speeding in the lane next to us passing. Model S 1, shopping cart 0. S took it like a champ. No broken light just a bumper scar. will buff.",trytohelpyou1
2020-04-23 19:52:58+00:00,This was one my favorite shopping trips as we went to the thrift store with Mrs. Nyalka to get you the perfect Mr. Martin outfit. It was like a classic movie montage of you trying things out. ,TedMartin16
